ine5,codi6,municipi,comarca,vegueria,poblacio,hab_total,hab_principal,hab_noprincipal,pct_noprincipal,hab_per_hab,index_envelliment,densitat_hab_km2,renda_neta_persona,poblacio_nascuda_catalunya,poblacio_nascuda_resta_espanya,poblacio_nascuda_estranger,pct_nascuda_estranger,pct_nacionalitat_estrangera,bretxa_naturalitzacio,delta_pct_estrangera_finestra,confianca_origen,rtc_total,rtc_hut,rtc_per_1000hab,rtc_per_100hab_viv,kg_hab_any,kwh_hab,vidre_hab,residu_base_ratio,kwh_base_ratio,vidre_base_ratio,restauracio_estab,restauracio_per_1000hab,serveis_estab,serveis_per_1000hab,poblacio_pernocta_est,gap_pernocta,gap_pernocta_pct,carrega_total_est,carrega_funcional_est,index_turisme,confianca,poblacio_real_est,gap_abs,gap_pct,poblacio_real_rel,pct_icaen_EFG,IETR,IETR_rank,IETR_stock,IETR_impact,tipologia,confianca_score,divergencia_senyals,pct_indep,pct_esquerra,pct_extrema_dreta,guanya
17187,171870,"Saus, Camallera i Llampaies",Alt Empordà,Comarques Gironines,908,517,332,185,35.78,0.569,166.4,79.9,15842,665,56,187,20.59,16.74,3.85,6.79,alta,56,45,61.67,10.83,525.85,2012.4,52.1,1.28,1.19,1.97,3,3.3,7,7.71,1084,176,19.4,1165,1165,70.6,alta,1165,257,28.3,1056,,45.2,255,30,60.4,segona_residencia,83.6,18,,,,
17188,171886,"Selva de Mar, la",Alt Empordà,Comarques Gironines,223,271,93,178,65.68,1.215,366.7,31,15593,162,21,40,17.94,13.45,4.49,6.31,alta,41,40,183.86,15.13,1063.72,2381.1,79.2,2.59,1.38,2.99,5,22.42,2,8.97,308,85,38.1,579,579,100,alta,579,356,159.6,525,,93.53,21,87.07,100,segona_residencia,43.1,67,,,,
17189,171899,"Cellera de Ter, la",Selva,Comarques Gironines,2033,940,741,199,21.17,0.462,202.3,139,15598,1627,145,261,12.84,10.53,2.31,1.19,alta,11,9,5.41,1.17,422.05,1475.8,30.9,1.03,0.9,1.17,9,4.43,12,5.9,1829,-204,-10,2093,2093,45.2,mitjana,2093,60,3,1898,,8.91,723,12.12,5.7,indeterminat,81.9,23,,,,
17190,171903,Serinyà,Pla de l'Estany,Comarques Gironines,1227,520,410,110,21.15,0.424,108.4,70.6,15645,976,77,174,14.18,10.51,3.67,2.8,alta,18,9,14.67,3.46,367.91,1287.4,23.2,0.9,0.88,0.88,0,0,5,4.07,1080,-147,-12,1101,1227,35.9,mitjana,1101,-126,-10.3,999,,13.75,630,10.28,17.22,indeterminat,85,14,,,,
17191,171910,Serra de Daró,Baix Empordà,Comarques Gironines,241,150,77,73,48.67,0.622,141.7,30.5,18356,185,5,51,21.16,12.86,8.3,3.54,alta,21,13,87.14,14,984.61,3021.2,102.6,2.4,1.76,3.87,1,4.15,3,12.45,425,184,76.3,579,579,100,alta,579,338,140.2,525,,62.32,133,43.8,80.85,segona_residencia,50.8,62,,,,
17192,171925,Setcases,Ripollès,Comarques Gironines,196,412,80,332,80.58,2.102,421.4,4,16726,152,8,36,18.37,14.8,3.57,1.9,alta,54,43,275.51,13.11,970.85,3107.2,61.1,2.37,1.63,2.31,6,30.61,3,15.31,320,124,63.3,464,464,81.4,alta,464,268,136.7,421,,98.4,12,100,96.8,segona_residencia,59.1,22,,,,
17193,171931,Sils,Selva,Comarques Gironines,6924,3099,2349,750,24.2,0.448,108.1,231.5,15117,4949,859,1116,16.12,13.23,2.89,0.37,alta,73,70,10.54,2.36,526.26,1572.9,27.2,1.28,1.11,1.03,11,1.59,13,1.88,7675,751,10.8,8887,8887,40.7,alta,8887,1963,28.4,8062,,12.95,641,14.09,11.8,capital_serveis,79.2,31,,,,
17194,171946,Susqueda,Selva,Comarques Gironines,103,117,43,74,63.25,1.136,362.5,2,,83,6,14,13.59,10.68,2.91,-4.47,mitjana,15,8,145.63,12.82,634.47,2374.5,34.8,1.55,,1.31,3,29.13,1,9.71,,,,159,159,49.8,mitjana,159,56,54.4,145,,88.46,38,81.16,95.76,pendent,,,,,,
17195,171959,"Tallada d'Empordà, la",Baix Empordà,Comarques Gironines,485,306,186,120,39.22,0.631,195.3,29.3,22320,403,25,57,11.75,9.69,2.06,1.54,alta,24,23,49.48,7.84,986.97,2884.5,73.9,2.41,1.37,2.79,2,4.12,1,2.06,665,180,37.1,1168,1168,96.8,alta,1168,683,140.8,1059,,40.65,294,35.98,45.33,segona_residencia,56.3,81,,,,
17196,171962,Terrades,Alt Empordà,Comarques Gironines,337,186,109,77,41.4,0.552,165.9,16.1,16289,256,30,51,15.13,10.98,4.15,3.17,alta,14,10,41.54,7.53,408.58,1743.6,38,1,0.97,1.43,1,2.97,2,5.93,327,-10,-3,336,337,53.7,baixa,336,-1,-0.3,305,,37.74,321,34.09,41.39,indeterminat,76.7,25,,,,
17197,171978,Torrent,Baix Empordà,Comarques Gironines,181,176,63,113,64.2,0.972,261.1,22.7,24134,138,18,25,13.81,11.05,2.76,4.22,mitjana,12,11,66.3,6.82,1412.46,6248.8,114.3,3.45,2.82,4.31,1,5.52,1,5.52,510,329,181.8,624,624,100,alta,624,443,244.8,566,,60.89,138,74.13,47.65,segona_residencia,25.7,100,,,,
17198,171984,Torroella de Fluvià,Alt Empordà,Comarques Gironines,774,464,301,163,35.13,0.599,120.6,45.9,16013,487,41,246,31.78,26.61,5.17,3.03,alta,50,42,64.6,10.78,585.83,2050.8,30.6,1.43,1.19,1.15,1,1.29,4,5.17,920,146,18.9,1106,1106,44.8,alta,1106,332,42.9,1003,,46.07,251,30.87,61.27,dormitori_invisible,82.5,21,,,,
17199,171997,Torroella de Montgrí,Baix Empordà,Comarques Gironines,12507,11730,4569,7161,61.05,0.938,148.2,189.7,14152,7132,1211,4164,33.29,28.43,4.86,1.13,alta,2692,2641,215.24,22.95,865.03,1878.6,57.6,2.11,1.34,2.17,155,12.39,97,7.76,16819,4312,34.5,26388,26388,77.2,alta,26388,13881,111,23936,,84.87,48,69.75,100,excursio,79.3,30,,,,
17200,172001,Tortellà,Garrotxa,Comarques Gironines,848,425,315,110,25.88,0.501,199,76.6,15973,682,49,117,13.8,10.02,3.78,2.65,alta,15,9,17.69,3.53,368.63,1317.3,31.8,0.9,0.78,1.2,5,5.9,8,9.43,659,-189,-22.3,762,848,46.2,mitjana,762,-86,-10.1,692,,18.32,553,18.1,18.55,indeterminat,87.7,7,,,,
17201,172018,Toses,Ripollès,Comarques Gironines,198,246,70,176,71.54,1.242,136.4,3.4,18897,168,10,20,10.1,7.58,2.52,4.76,mitjana,28,20,141.41,11.38,845.66,1836,62.5,2.06,0.9,2.36,7,35.35,1,5.05,179,-19,-9.6,408,408,83.1,alta,408,210,106.1,370,,90.75,30,90.92,90.59,excursio,50.6,62,,,,
17202,172023,Tossa de Mar,Selva,Comarques Gironines,6293,7105,2520,4585,64.53,1.129,179.8,163.1,14852,3288,910,2095,33.29,25.95,7.34,4.45,alta,1544,1475,245.35,21.73,1129.41,2321.2,85.7,2.75,1.59,3.23,146,23.2,36,5.72,9984,3691,58.7,17335,17335,100,alta,17335,11042,175.5,15724,,90.97,28,81.94,100,indeterminat,83.2,19,,,,
17203,172039,Ultramort,Baix Empordà,Comarques Gironines,218,124,76,48,38.71,0.569,271.4,50.1,15978,178,7,33,15.14,11.93,3.21,3.12,alta,16,13,73.39,12.9,1313.69,2652.4,67.6,3.2,1.54,2.55,1,4.59,1,4.59,336,118,54.1,698,698,89.2,alta,698,480,220.2,634,,52.28,194,32.56,72.01,segona_residencia,30.1,100,,,,
17204,172044,Ullà,Baix Empordà,Comarques Gironines,1256,525,385,140,26.67,0.418,80.9,172.3,12795,714,89,453,36.07,33.52,2.55,0.67,alta,22,21,17.52,4.19,407.4,1198.7,30.8,0.99,0.95,1.16,7,5.57,4,3.18,1189,-67,-5.3,1248,1256,45,mitjana,1248,-8,-0.6,1132,,17.83,561,14.81,20.86,indeterminat,88,6,,,,
17205,172057,Ullastret,Baix Empordà,Comarques Gironines,252,197,95,102,51.78,0.782,183.9,22.7,19383,218,12,22,8.73,8.33,0.4,-1.67,mitjana,22,18,87.3,11.17,855.04,3363,67.4,2.09,1.73,2.54,4,15.87,3,11.9,435,183,72.6,526,526,89,alta,526,274,108.7,477,,62.46,132,54.18,70.74,segona_residencia,58.6,49,,,,
17206,172060,Urús,Cerdanya,Alt Pirineu i Aran,201,350,82,268,76.57,1.741,264.7,11.5,23231,160,15,26,12.94,6.97,5.97,-0.14,mitjana,49,46,243.78,14,903.83,4674.4,53.2,2.2,2.12,2.01,1,4.98,1,4.98,426,225,111.9,443,443,71.9,alta,443,242,120.4,402,,100,4,100,100,segona_residencia,39.4,68,,,,
17207,172076,"Vall d'en Bas, la",Garrotxa,Comarques Gironines,3265,1585,1145,440,27.76,0.485,154.9,36,18619,2938,127,200,6.13,4.2,1.93,0.47,alta,79,53,24.2,4.98,389.15,1457.2,30,0.95,0.8,1.13,16,4.9,17,5.21,2621,-644,-19.7,3099,3265,44.1,mitjana,3099,-166,-5.1,2811,,22.52,500,18.97,26.07,capital_serveis,86.7,9,,,,
17208,172082,"Vall de Bianya, la",Garrotxa,Comarques Gironines,1342,644,475,169,26.24,0.48,130.5,14.3,17665,1149,64,129,9.61,7.23,2.38,0.7,alta,58,18,43.22,9.01,415.84,1533.2,40,1.01,0.91,1.51,6,4.47,5,3.73,1215,-127,-9.5,1361,1361,56.1,mitjana,1361,19,1.4,1235,,32.36,369,17.41,47.31,indeterminat,84.6,15,,,,
17209,172095,Vall-llobrega,Baix Empordà,Comarques Gironines,902,464,329,135,29.09,0.514,135.8,165.5,18237,708,94,100,11.09,8.87,2.22,-0.89,alta,54,50,59.87,11.64,753.43,2260.9,47.7,1.84,1.41,1.8,2,2.22,1,1.11,1271,369,40.9,1658,1658,65.3,alta,1658,756,83.8,1504,,42.1,283,21.52,62.67,segona_residencia,68.7,61,,,,
17210,172109,Ventalló,Alt Empordà,Comarques Gironines,922,620,346,274,44.19,0.672,162.9,36.8,17129,670,51,201,21.8,19.31,2.49,2.93,alta,66,55,71.58,10.65,764.51,2522.3,63.6,1.86,1.4,2.4,0,0,4,4.34,1291,369,40,1719,1719,84.4,alta,1719,797,86.4,1559,,52.78,191,42.28,63.28,segona_residencia,78.7,32,,,,
17211,172116,Verges,Baix Empordà,Comarques Gironines,1160,639,436,203,31.77,0.551,208.7,119.6,15657,898,75,187,16.12,13.36,2.76,0.11,alta,18,14,15.52,2.82,552.39,1774.1,30.4,1.35,1.08,1.15,4,3.45,6,5.17,1248,88,7.6,1563,1563,44.6,alta,1563,403,34.7,1418,,20.43,525,25.64,15.22,indeterminat,83,20,,,,
17212,172121,Vidrà,Osona,Comarques Centrals,167,123,73,50,40.65,0.737,132.1,4.9,17099,161,3,3,1.8,1.8,0,,mitjana,12,4,71.86,9.76,685.78,1468.8,60.9,1.67,0.77,2.3,2,11.98,3,17.96,128,-39,-23.4,279,279,81.2,alta,279,112,67.1,253,,51.24,200,42.3,60.18,excursio,54.1,42,,,,
17213,172137,Vidreres,Selva,Comarques Gironines,8852,4348,3036,1312,30.17,0.491,137.3,184.2,14705,5882,1032,1938,21.89,17.97,3.92,3.38,alta,304,297,34.34,6.99,493.86,1584.3,18.5,1.2,1.13,0.7,12,1.36,23,2.6,10003,1151,13,10663,10663,30.3,alta,10663,1811,20.5,9672,,29.13,408,21.37,36.89,capital_serveis,85.5,13,,,,
17214,172142,Vilabertran,Alt Empordà,Comarques Gironines,962,398,325,73,18.34,0.414,163.8,420.1,14928,791,64,107,11.12,7.38,3.74,0.88,alta,8,6,8.32,2.01,430.16,1343.5,16.4,1.05,0.87,0.62,1,1.04,3,3.12,840,-122,-12.7,1009,1009,27.7,mitjana,1009,47,4.9,916,,8.55,734,7.35,9.76,indeterminat,81,26,,,,
17215,172155,Vilablareix,Gironès,Comarques Gironines,4079,1180,1078,102,8.64,0.289,84.1,661.1,19417,3414,363,302,7.4,4.85,2.55,2.93,alta,5,5,1.23,0.42,278.67,1349.4,23.3,0.68,0.89,0.88,2,0.49,10,2.45,3612,-467,-11.4,2772,4079,36,mitjana,2772,-1307,-32,2515,,0.76,906,0,1.52,indeterminat,75.1,43,,,,
17216,172168,Viladasens,Gironès,Comarques Gironines,205,114,78,36,31.58,0.556,151.9,13,17219,172,6,27,13.17,8.29,4.88,-0.55,mitjana,5,4,24.39,4.39,709.47,2295,58,1.73,1.23,2.19,1,4.88,2,9.76,253,48,23.4,355,355,77.7,alta,355,150,73.2,322,,24.86,469,25.71,24.02,segona_residencia,56.9,48,,,,
17217,172174,Viladamat,Alt Empordà,Comarques Gironines,499,274,182,92,33.58,0.549,241.4,42.5,17322,414,31,54,10.82,8.42,2.4,2.26,alta,23,14,46.09,8.39,714.51,1987.5,63.2,1.74,1.1,2.38,2,4.01,5,10.02,550,51,10.2,870,870,83.9,alta,870,371,74.3,789,,36.61,332,27.12,46.1,excursio,74.3,45,,,,
17218,172180,Vilademuls,Pla de l'Estany,Comarques Gironines,898,436,284,152,34.86,0.486,133.8,14.6,17094,722,37,139,15.48,10.8,4.68,-1.74,alta,73,37,81.29,16.74,608.69,2168.8,61.8,1.48,1.17,2.33,4,4.45,3,3.34,1052,154,17.1,1333,1333,82.2,alta,1333,435,48.4,1209,,51.99,197,25.22,78.77,segona_residencia,80.4,27,,,,
17220,172207,Viladrau,Osona,Comarques Centrals,1182,987,443,544,55.12,0.835,158.7,23.3,17691,959,68,155,13.11,10.32,2.79,2.15,alta,36,25,30.46,3.65,576.51,2896,51.9,1.41,1.56,1.96,5,4.23,7,5.92,1844,662,56,1662,1844,70.4,alta,1662,480,40.6,1508,,41.58,288,59.64,23.52,segona_residencia,74.9,43,,,,
17221,172214,Vilafant,Alt Empordà,Comarques Gironines,5664,2014,1835,179,8.89,0.356,147.7,677.5,15585,4179,908,577,10.19,6.66,3.53,0.98,alta,13,10,2.3,0.65,498.91,1204.5,21.6,1.22,0.89,0.82,3,0.53,14,2.47,5042,-622,-11,6892,6892,34,baixa,6892,1228,21.7,6252,,1.37,890,0,2.73,capital_serveis,70.1,57,,,,
17222,172229,Vilaür,Alt Empordà,Comarques Gironines,163,112,58,54,48.21,0.687,154.5,29.7,17388,137,5,21,12.88,12.88,0,-1.84,mitjana,16,13,98.16,14.29,448.63,2399.7,39.9,1.09,1.31,1.51,1,6.13,1,6.13,214,51,31.3,178,214,56,baixa,178,15,9.2,162,,65.64,107,46.51,84.76,segona_residencia,53.3,43,,,,
17223,172235,Vilajuïga,Alt Empordà,Comarques Gironines,1180,573,436,137,23.91,0.486,156.3,89.9,15226,879,116,185,15.68,12.88,2.8,0.52,alta,13,11,11.02,2.27,512.51,1540,19.5,1.25,0.94,0.74,6,5.08,10,8.47,1105,-75,-6.4,1475,1475,31.5,alta,1475,295,25,1338,,13.65,634,15.66,11.65,indeterminat,79.9,29,,,,
17224,172240,Vilallonga de Ter,Ripollès,Comarques Gironines,396,758,176,582,76.78,1.914,171.4,6.2,18612,323,13,60,15.15,17.17,-2.02,0.42,alta,66,54,166.67,8.71,834.33,3385.8,72.8,2.03,1.71,2.75,2,5.05,2,5.05,676,280,70.7,806,806,95.5,alta,806,410,103.5,731,,90.5,32,100,81,segona_residencia,78,22,,,,
17225,172253,Vilamacolum,Alt Empordà,Comarques Gironines,401,185,125,60,32.43,0.461,124.6,72,15412,270,14,117,29.18,28.18,1,-3.98,alta,11,9,27.43,5.95,471.54,2057,26.5,1.15,1.23,1,2,4.99,3,7.48,493,92,22.9,461,493,39.9,alta,461,60,15,418,,26.3,447,21.9,30.7,dormitori_invisible,80,27,,,,
17226,172266,Vilamalla,Alt Empordà,Comarques Gironines,1202,453,377,76,16.78,0.377,152.8,137.1,14534,860,224,118,9.82,6.49,3.33,1.29,alta,2,2,1.66,0.44,1072.78,1560.8,26.4,2.62,0.99,1,4,3.33,11,9.15,1187,-15,-1.2,3145,3145,39.7,alta,3145,1943,161.6,2853,,3.24,847,4.74,1.75,indeterminat,45.3,100,,,,
17227,172272,Vilamaniscle,Alt Empordà,Comarques Gironines,185,158,86,72,45.57,0.854,371.4,33.9,17197,148,5,32,17.3,12.97,4.33,-1.81,mitjana,14,9,75.68,8.86,446.31,2312.6,54.4,1.09,1.28,2.05,0,0,1,5.41,237,52,28.1,201,237,73.4,baixa,201,16,8.6,183,,55.26,176,52.21,58.31,segona_residencia,57.6,39,,,,
17228,172288,Vilanant,Alt Empordà,Comarques Gironines,405,206,141,65,31.55,0.509,131.1,24,18454,339,19,47,11.6,8.64,2.96,-1.16,alta,16,10,39.51,7.77,425.12,2235.2,39.3,1.04,1.18,1.48,1,2.47,1,2.47,477,72,17.8,420,477,55.2,mitjana,420,15,3.7,381,,32.48,367,23.43,41.53,indeterminat,76,39,,,,
17230,172305,Vila-sacra,Alt Empordà,Comarques Gironines,879,299,278,21,7.02,0.34,89,145.8,14534,610,81,188,21.39,16.5,4.89,2.77,alta,4,2,4.55,1.34,523.87,1181.5,20.2,1.28,0.75,0.76,3,3.41,3,3.41,656,-223,-25.4,1123,1123,32.3,baixa,1123,244,27.8,1019,,3,853,0,6.01,indeterminat,67.2,65,,,,
17232,172327,Vilopriu,Baix Empordà,Comarques Gironines,220,216,96,120,55.56,0.982,209.4,13.4,21598,182,13,25,11.36,7.73,3.63,-1.59,mitjana,33,28,150,15.28,916.19,3625.7,96.2,2.23,1.72,3.63,1,4.55,3,13.64,378,158,71.8,492,492,100,alta,492,272,123.6,446,,83.53,51,67.06,100,segona_residencia,50.2,53,,,,
17233,172333,Vilobí d'Onyar,Selva,Comarques Gironines,3298,1346,1161,185,13.74,0.408,138,101.2,17150,2602,275,421,12.77,9.13,3.64,-1.38,alta,24,14,7.28,1.78,471.05,1755.2,31.8,1.15,1.01,1.2,10,3.03,10,3.03,3319,21,0.6,3789,3789,46.2,alta,3789,491,14.9,3437,,5.8,791,3.04,8.56,indeterminat,72.1,51,,,,
17234,172348,Biure,Alt Empordà,Comarques Gironines,227,162,96,66,40.74,0.714,321.1,22.7,15162,168,23,36,15.86,10.57,5.29,-2.54,mitjana,5,5,22.03,3.09,449.63,1814.3,40.6,1.1,1.06,1.53,2,8.81,5,22.03,240,13,5.7,249,249,56.8,baixa,249,22,9.7,226,,29.89,394,41.28,18.51,indeterminat,70.4,16,,,,
17901,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",Baix Empordà,Comarques Gironines,1347,782,487,295,37.72,0.581,196.3,13.5,17929,1040,129,178,13.21,9.58,3.63,2.18,alta,91,74,67.56,11.64,769.74,2246,57.6,1.88,1.18,2.17,9,6.68,6,4.45,1591,244,18.1,2529,2529,77.2,alta,2529,1182,87.8,2294,,48.84,228,32.27,65.41,segona_residencia,73.8,46,,,,
17902,179026,Forallac,Baix Empordà,Comarques Gironines,1786,1052,632,420,39.92,0.589,180.1,35.3,17617,1364,142,280,15.68,13.49,2.19,4.42,alta,123,105,68.87,11.69,612.46,2812.2,58.4,1.49,1.65,2.2,18,10.08,6,3.36,2946,1160,64.9,2668,2946,78.2,alta,2668,882,49.4,2420,,50.31,211,34.58,66.05,segona_residencia,73.5,47,,,,
17903,179032,Sant Julià del Llor i Bonmatí,Selva,Comarques Gironines,1462,615,493,122,19.84,0.421,126.9,150.3,15468,1102,78,282,19.29,15.87,3.42,2.43,alta,9,8,6.16,1.46,352.42,1297.9,23.9,0.86,0.8,0.9,5,3.42,6,4.1,1164,-298,-20.4,1257,1462,36.7,mitjana,1257,-205,-14,1140,,8,748,8.99,7.01,indeterminat,83.9,17,,,,
25001,250019,Abella de la Conca,Pallars Jussà,Alt Pirineu i Aran,162,117,65,52,44.44,0.722,262.5,2.1,12666,132,8,22,13.58,12.96,0.62,-1.33,mitjana,8,6,49.38,6.84,623.94,1137,19.9,1.52,0.66,0.75,0,0,1,6.17,108,-54,-33.3,247,247,31.9,alta,247,85,52.5,224,,43.3,274,44.89,41.7,buit_administratiu,51.8,47,,,,
25002,250024,Àger,Noguera,Ponent,635,692,239,453,65.46,1.09,289.1,4,14814,472,50,113,17.8,15.12,2.68,2.68,alta,51,34,80.31,7.37,687.27,1298.3,41.4,1.68,0.72,1.56,7,11.02,11,17.32,459,-176,-27.7,1064,1064,57.8,alta,1064,429,67.6,966,,67.74,92,80.88,54.6,indeterminat,63.7,75,,,,
25003,250030,Agramunt,Urgell,Ponent,5638,2745,2049,696,25.36,0.487,137.6,70.8,14411,3932,425,1281,22.72,19.95,2.77,2.62,alta,18,12,3.19,0.66,448.41,1508.2,28.4,1.09,1.07,1.07,15,2.66,23,4.08,6009,371,6.6,6166,6166,42.2,mitjana,6166,528,9.4,5593,,10.03,700,16.97,3.08,capital_serveis,84.4,16,,,,
25004,250045,"Alamús, els",Segrià,Ponent,837,472,293,179,37.92,0.564,194.6,40.8,15861,616,68,153,18.28,14.7,3.58,0.82,alta,1,1,1.19,0.21,232.85,1498,18.3,0.57,0.99,0.69,1,1.19,3,3.58,826,-11,-1.3,475,837,30,mitjana,475,-362,-43.2,431,,16.19,583,31.63,0.75,indeterminat,72.9,49,,,,
